Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,approved,Gender
442,374,160,777,954,672,75,178,68,30,108,239,244,425,374,789,210,827,454,682,845,603,837,826,346,784,745,430,496,9498,0,Group A
908,733,428,61,949,35,800,462,263,456,481,206,151,145,534,376,868,358,934,84,884,208,274,127,678,726,246,311,292,7320,1,Group A
451,754,2,947,24,197,636,229,81,536,138,873,935,634,488,127,65,739,243,332,487,425,748,49,103,83,656,96,218,9758,0,Group A
426,835,357,555,388,290,516,804,697,886,262,495,745,541,566,461,413,28,490,16,592,39,185,931,97,148,747,797,394,5457,1,Group B
572,790,845,621,922,32,496,831,765,113,152,809,541,592,313,441,202,922,143,926,41,457,769,429,800,350,172,899,2,9832,0,Group A
387,437,794,192,946,737,736,218,399,834,260,761,306,663,681,219,769,807,859,166,281,595,540,665,729,707,526,675,916,214,0,Group B
892,222,80,105,881,126,232,749,719,228,122,875,890,317,262,217,436,906,20,746,7,733,828,927,607,532,28,682,422,503,1,Group A
564,169,335,829,611,719,777,405,618,695,928,960,470,745,745,840,434,223,23,293,699,678,152,287,186,700,712,644,822,2427,0,Group A
933,574,86,750,774,934,661,932,722,189,472,822,602,802,475,578,511,617,848,435,609,585,935,35,574,34,174,60,669,2527,0,Group A
188,739,652,426,321,153,99,225,527,252,408,375,539,239,192,501,179,567,845,432,391,441,808,583,312,4,253,786,18,9876,0,Group A
77,495,504,142,870,87,159,543,610,520,609,819,223,635,278,389,601,79,521,849,18,83,939,91,453,762,318,124,518,8979,0,Group B
45,450,648,795,420,339,416,681,13,210,478,211,104,407,141,203,789,668,58,922,781,145,254,323,517,626,299,41,246,937,1,Group A
546,245,757,691,209,85,504,88,888,94,45,861,899,915,38,175,297,272,627,115,726,375,879,207,341,107,267,462,847,650,0,Group A
438,675,270,366,823,497,545,467,316,831,94,752,703,502,919,508,474,478,386,969,185,21,344,838,594,839,230,261,52,1421,0,Group B
777,112,957,464,393,519,572,341,145,250,719,802,463,146,360,858,779,713,279,807,528,497,397,13,634,631,372,827,843,2945,0,Group B
807,43,890,321,650,704,720,845,318,236,306,729,188,68,847,894,806,681,786,504,524,862,775,907,903,193,694,709,921,152,0,Group B
498,819,90,385,315,237,241,734,597,140,210,6,211,424,905,257,234,909,804,368,572,391,509,55,281,677,319,66,375,6118,0,Group B
736,912,463,219,12,239,828,419,182,660,626,581,782,720,161,282,694,149,955,886,235,516,300,937,540,100,839,497,206,4471,0,Group A
478,592,635,233,322,527,432,913,935,731,16,306,29,77,37,6,645,466,23,696,165,638,404,432,204,402,33,753,579,1956,0,Group A
13,468,271,269,52,647,450,65,613,557,847,462,793,86,506,605,580,196,506,164,310,511,384,451,35,605,205,359,620,2143,0,Group B
415,866,622,595,947,925,550,132,359,294,684,231,313,4,533,808,329,914,54,502,71,557,225,898,378,298,433,377,304,9467,1,Group B
105,424,265,686,46,38,453,176,565,637,691,20,237,778,159,792,257,581,894,308,837,49,295,87,959,655,374,332,782,8794,0,Group B
459,108,310,904,262,585,365,194,54,740,423,135,520,644,224,426,768,850,563,299,499,739,259,132,357,411,8,816,578,8220,0,Group A
67,342,901,121,296,251,28,767,473,84,399,863,761,295,368,162,56,601,549,297,547,861,143,740,1,352,151,525,783,2580,0,Group A
413,929,256,715,418,629,540,338,150,697,628,852,74,401,445,126,653,599,383,542,208,193,802,520,266,77,932,630,137,483,0,Group B
216,317,881,804,867,118,507,894,831,774,876,371,860,84,545,403,932,887,844,10,514,244,27,521,355,767,143,708,118,5348,0,Group B
346,566,744,388,787,149,830,393,496,118,806,935,133,605,180,476,956,790,181,249,420,703,532,742,113,132,13,132,212,2233,0,Group A
79,841,835,523,560,351,86,375,641,192,814,89,762,99,28,628,696,162,673,447,447,798,92,57,104,817,282,564,423,9058,0,Group B
16,168,317,353,942,774,415,557,86,402,44,663,190,936,704,218,518,106,869,134,319,333,553,424,536,108,132,395,503,8994,0,Group B
465,565,710,540,172,67,541,206,288,503,695,271,599,75,364,435,147,392,776,662,891,492,760,352,747,768,73,368,239,6380,1,Group B
772,951,505,330,828,72,554,152,824,650,242,485,688,24,957,85,808,406,89,376,776,314,253,324,798,199,347,952,237,1211,0,Group B
501,601,332,449,838,25,486,213,386,866,768,893,66,33,62,111,190,945,81,476,713,708,105,897,603,417,715,81,307,6214,0,Group A
778,385,718,932,647,941,29,956,532,297,817,175,468,463,43,334,863,938,183,491,2,579,174,913,764,263,615,164,198,7055,0,Group A
158,540,861,716,720,870,503,768,52,177,409,146,528,816,395,531,920,654,129,718,795,911,898,313,881,164,173,664,141,1844,0,Group A
563,857,0,533,588,415,517,107,472,830,649,321,693,803,785,830,913,773,849,711,791,589,373,791,675,488,366,789,818,1049,0,Group B
286,256,937,654,161,837,918,481,879,949,124,326,276,123,856,702,471,12,461,317,370,247,758,395,329,666,726,80,29,3861,0,Group B
927,794,450,542,314,722,549,752,786,285,375,790,85,698,767,842,903,815,659,318,889,365,141,842,56,264,542,478,36,4884,0,Group A
145,861,693,676,364,780,502,62,76,458,315,395,954,103,100,96,794,402,781,631,195,760,243,270,112,866,956,890,260,501,0,Group A
836,958,14,254,794,751,949,521,433,141,417,494,672,8,908,83,698,958,819,672,601,59,700,760,351,224,346,297,775,6970,0,Group B
487,718,971,370,645,406,97,821,278,139,630,158,902,519,194,552,544,415,153,411,231,545,479,316,651,502,260,676,289,6070,0,Group B
217,732,793,335,292,96,369,938,931,205,532,458,905,943,862,367,452,753,909,656,220,653,662,239,313,437,35,105,717,1978,0,Group A
476,735,456,134,606,46,383,360,781,796,918,208,310,365,853,895,124,642,665,79,562,337,58,130,298,965,483,3,891,3051,0,Group B
873,189,53,845,511,687,617,281,119,518,39,446,163,686,706,730,21,730,398,400,801,270,695,231,416,753,467,452,447,6245,0,Group A
111,921,699,126,642,685,123,84,484,845,413,698,544,110,237,906,398,341,443,896,436,62,325,177,489,373,192,576,811,9150,0,Group B
549,394,238,566,512,901,611,597,62,444,342,294,653,396,725,473,597,342,339,647,938,130,843,590,566,899,95,722,505,3677,0,Group A
34,911,615,821,331,125,14,698,753,575,509,884,334,190,289,247,5,290,632,17,834,607,673,646,299,84,505,396,827,563,0,Group A
416,4,538,213,436,875,65,612,382,164,576,754,183,506,941,575,78,173,288,733,630,635,453,327,686,188,351,448,758,6484,1,Group A
717,120,71,660,491,514,360,471,519,564,246,247,194,206,888,736,838,275,637,362,669,537,368,462,875,521,693,160,538,1390,0,Group B
417,892,494,547,183,525,792,605,72,440,253,685,875,276,943,755,249,699,104,109,117,277,724,255,749,850,607,426,704,2521,0,Group A
681,847,283,485,221,448,177,208,939,13,70,45,635,323,239,477,822,250,925,259,642,796,80,821,476,337,662,748,501,3182,1,Group B
567,126,266,935,478,155,401,325,276,905,473,49,578,918,318,611,100,460,708,194,263,287,612,300,613,665,551,70,434,6163,0,Group A
197,631,513,683,433,170,563,417,634,288,652,401,40,383,341,153,236,602,159,313,152,737,947,734,414,751,576,524,15,9643,0,Group A
343,806,817,851,349,626,55,917,114,836,105,610,311,141,962,529,569,168,885,753,862,920,877,269,483,74,884,18,374,5834,1,Group B
172,276,63,798,523,804,519,324,409,0,215,697,633,818,739,73,88,486,391,199,280,624,31,494,824,515,761,153,904,226,1,Group A
447,111,397,160,690,602,49,744,861,55,820,532,64,763,509,300,212,974,15,756,964,397,62,916,46,527,1,823,143,2417,0,Group A
756,470,405,297,622,656,907,124,578,809,243,228,595,937,80,400,620,712,462,808,841,936,126,232,490,603,30,424,944,5368,0,Group A
148,185,138,964,477,828,47,667,940,416,841,214,475,230,396,414,514,138,24,939,714,387,46,402,684,260,680,719,183,4647,0,Group B
192,250,509,815,677,362,341,810,903,958,733,537,275,762,816,555,440,656,326,928,267,380,956,426,726,499,621,176,301,2378,0,Group B
333,218,307,309,26,683,839,72,669,768,273,676,421,949,903,820,732,129,198,490,628,17,596,883,75,129,221,854,727,7345,1,Group A
453,219,850,734,30,184,921,663,103,54,830,118,236,863,238,70,22,570,27,103,523,468,320,887,140,782,508,304,655,6358,0,Group B
850,66,287,864,956,249,911,879,79,342,943,633,343,751,145,51,114,973,919,326,886,948,862,192,130,843,709,474,713,1757,0,Group A
268,244,942,58,397,225,663,317,105,605,801,606,419,423,163,813,517,427,404,552,821,693,582,435,714,455,296,574,810,6686,0,Group B
762,919,389,895,254,246,373,519,598,572,21,124,508,132,218,619,109,156,110,292,82,834,20,93,630,793,437,309,829,6525,1,Group A
205,916,445,665,36,801,824,959,707,624,574,8,266,642,323,124,588,505,470,867,838,649,59,846,609,407,51,17,357,8053,0,Group A
921,805,808,350,412,505,26,414,99,94,546,162,793,78,468,718,652,570,535,27,605,670,655,281,460,701,520,84,106,5135,0,Group A
336,276,521,782,702,538,173,189,573,70,470,886,668,201,160,298,852,752,896,455,365,414,544,948,168,684,93,230,476,146,0,Group A
51,652,369,373,448,51,699,779,304,822,569,54,516,611,75,25,642,381,965,106,682,520,778,632,560,754,608,273,942,630,0,Group B
289,839,228,824,553,311,306,373,313,131,107,799,755,916,310,566,158,722,819,296,512,906,960,823,592,606,597,204,360,8685,0,Group A
889,881,887,44,289,40,322,116,758,320,723,943,138,89,598,645,953,419,221,581,847,166,63,613,893,864,786,875,255,5839,0,Group B
561,764,440,516,691,830,593,58,960,245,593,372,265,846,729,476,814,769,206,913,478,621,258,82,185,618,844,374,398,5551,1,Group A
33,750,900,574,11,843,515,659,651,427,840,151,369,931,2,890,791,39,585,155,832,513,240,781,49,203,867,879,725,2112,1,Group B
545,664,162,135,551,624,670,294,310,555,618,309,934,806,345,943,475,464,598,766,902,140,414,951,679,774,515,15,649,266,1,Group B
789,127,762,560,461,669,767,278,728,36,201,266,696,736,68,494,387,352,448,337,409,768,268,615,915,826,421,506,225,6053,0,Group B
26,99,126,705,453,438,334,815,875,523,291,176,660,573,547,461,560,525,950,858,178,336,310,399,321,662,684,373,228,6370,0,Group A
337,647,415,617,839,199,226,356,635,102,941,889,444,787,835,819,803,907,749,911,927,64,398,788,942,670,40,783,245,7262,0,Group B
661,47,967,148,458,446,584,695,157,171,554,75,251,807,89,182,901,703,473,593,75,713,206,787,666,830,264,557,325,3773,0,Group B
17,151,288,810,148,297,916,459,444,706,654,361,47,911,396,800,563,154,680,577,521,289,720,480,201,87,360,131,146,5474,0,Group B
520,950,830,850,533,503,836,626,744,451,4,498,442,512,393,498,35,356,857,262,711,431,473,54,628,717,383,702,283,3933,1,Group B
102,79,252,352,755,327,757,741,791,888,459,398,129,52,666,177,512,908,99,303,868,440,457,848,101,686,826,346,147,3456,0,Group A
70,638,672,768,473,45,242,150,478,823,450,88,941,370,426,614,879,678,507,116,598,687,680,685,677,772,632,33,84,4889,0,Group B
1,924,379,235,570,97,676,227,696,267,585,59,757,721,569,114,448,104,829,703,747,769,189,160,897,345,272,328,865,9937,0,Group B
348,751,75,173,426,549,344,451,394,594,721,150,82,2,720,194,839,782,548,811,441,712,154,98,179,774,645,964,550,8392,0,Group B
649,527,552,184,717,474,643,899,74,12,869,553,839,258,129,641,548,332,674,915,503,501,285,656,218,827,105,704,683,2972,0,Group A
593,682,520,423,480,346,590,247,152,693,373,42,564,491,486,690,326,295,105,329,864,810,472,440,222,483,641,122,251,2032,0,Group A
910,387,282,730,359,100,72,303,702,584,145,788,948,940,440,489,637,855,495,370,358,363,170,393,791,426,959,775,463,7564,0,Group A
757,821,815,962,742,745,208,624,794,321,617,926,658,640,770,590,98,903,757,835,232,538,574,793,83,303,472,874,491,8720,0,Group B
402,61,936,953,32,283,508,175,823,590,785,169,6,792,338,40,898,688,178,125,425,67,624,396,946,409,552,367,97,95,0,Group A
10,316,304,937,125,872,196,108,854,197,434,592,878,496,225,734,759,266,867,957,797,911,621,873,754,42,323,364,771,7529,0,Group A
38,150,490,582,375,663,596,105,622,270,268,295,57,682,624,325,843,388,747,417,703,73,500,577,352,876,872,99,575,4682,0,Group A
663,617,221,428,324,763,612,578,46,628,775,105,912,273,420,881,269,63,562,8,173,126,26,42,462,682,448,828,514,1450,0,Group B
464,837,613,536,836,422,116,309,83,772,637,220,489,143,581,391,538,832,260,392,861,107,481,814,740,834,490,836,601,5673,0,Group A
562,160,561,903,591,740,278,756,688,469,47,104,511,528,879,41,112,74,73,177,616,851,805,90,759,3,596,659,191,4719,1,Group A
437,889,804,744,813,601,630,29,333,757,710,358,210,154,698,445,371,701,40,159,701,675,636,852,501,511,440,839,789,4347,0,Group A
458,901,539,873,683,566,688,880,936,387,79,21,496,246,448,122,149,451,705,683,940,507,464,779,922,875,631,389,454,8888,0,Group B
601,506,685,900,729,294,45,147,481,864,89,940,961,69,484,647,744,248,375,637,135,664,859,499,68,8,759,645,77,6032,0,Group B
849,390,260,15,663,948,580,632,746,233,393,255,427,226,864,936,324,159,870,347,228,183,51,861,687,5,521,776,223,2973,0,Group B
637,687,947,817,44,916,425,466,910,104,407,887,408,796,876,620,290,960,868,283,773,600,704,321,202,893,502,761,544,1938,0,Group A
53,736,631,381,901,769,686,919,511,544,638,66,130,559,362,892,886,52,189,408,224,180,77,445,245,174,178,209,299,3012,0,Group B
169,741,127,22,644,635,624,508,397,854,474,431,850,412,591,799,515,950,881,563,142,672,709,153,929,659,299,955,838,3452,0,Group A
946,634,629,535,326,195,785,651,691,422,230,432,358,308,7,496,119,182,62,553,302,225,378,152,57,321,904,323,612,276,0,Group B
221,116,560,112,920,681,587,964,951,100,870,58,590,910,593,867,862,720,578,898,459,43,422,1,741,798,376,729,640,4713,0,Group A
523,467,164,367,503,610,354,154,384,524,882,389,284,616,677,29,261,188,907,221,646,292,297,840,790,851,284,777,168,3940,0,Group A
327,621,315,468,814,887,789,199,143,515,303,377,580,552,500,430,173,137,381,346,99,97,424,286,252,498,612,459,334,9364,0,Group A
414,319,170,346,117,761,619,119,450,343,669,817,844,35,430,331,137,885,331,454,373,939,711,144,170,122,313,926,787,6309,1,Group A
97,603,738,92,530,956,389,448,796,709,676,653,214,922,974,360,612,58,466,256,14,424,209,46,794,858,809,963,607,5221,1,Group A
456,678,503,826,521,766,671,944,754,622,339,687,17,98,355,355,555,596,122,894,106,236,67,21,941,432,946,637,561,8067,0,Group A
798,745,677,359,70,630,270,790,745,894,668,352,888,314,788,440,556,876,51,818,381,153,556,753,960,908,127,542,520,4028,0,Group B
796,516,713,749,612,137,535,326,331,13,892,73,838,485,625,520,666,269,914,899,461,692,643,687,32,12,960,347,703,2143,0,Group B
198,199,820,766,424,591,627,166,400,484,674,701,186,578,11,285,603,416,762,311,883,304,417,350,857,504,937,363,219,2797,0,Group B
804,883,372,894,830,792,725,437,186,48,397,0,424,267,449,265,46,675,487,731,581,882,548,876,293,934,87,697,485,8893,0,Group A
613,651,190,260,417,151,793,11,45,137,635,878,947,504,582,241,738,56,550,962,936,45,14,648,315,212,611,549,868,4690,0,Group B
848,640,941,490,723,334,439,861,924,251,505,473,942,193,678,883,816,541,793,312,614,957,699,731,707,286,861,744,412,8984,0,Group A
641,598,588,673,460,200,564,865,39,356,412,308,169,94,679,672,231,287,816,767,24,106,454,214,554,570,298,316,387,8264,0,Group A
711,683,16,504,580,776,347,595,498,461,758,103,372,708,77,502,187,348,173,615,439,72,641,248,587,621,846,225,464,7843,0,Group B
918,439,788,593,225,577,651,100,668,497,778,9,402,380,712,433,449,759,739,458,103,233,733,386,139,374,118,911,742,5435,0,Group A
629,312,422,271,459,382,464,654,9,366,885,143,723,878,899,74,764,580,812,949,544,946,619,514,639,708,415,837,24,3485,0,Group B
430,54,930,629,89,549,423,200,516,87,657,710,238,294,84,835,430,284,491,823,243,89,144,831,909,16,65,695,284,9538,0,Group B
265,1,237,59,143,512,199,287,843,566,511,281,25,769,695,916,296,494,11,178,742,877,470,482,276,625,364,716,873,7726,0,Group A
925,408,47,623,178,426,738,835,609,747,610,394,295,194,749,504,193,516,373,589,22,147,857,413,808,390,756,169,657,8284,0,Group A
399,776,105,952,726,451,80,824,216,705,446,517,943,760,281,174,361,122,14,597,443,355,148,546,4,351,228,600,257,5493,0,Group A
524,910,860,187,102,217,833,516,587,216,380,465,491,725,561,185,309,236,82,387,44,609,313,746,136,812,4,98,482,3062,0,Group B
876,214,575,116,167,381,296,129,233,91,957,516,134,357,634,436,153,692,13,263,610,512,583,776,621,951,613,778,752,3827,0,Group A
263,555,216,588,126,767,352,169,164,301,90,938,160,882,563,788,347,592,457,43,38,763,954,529,793,910,418,913,282,1638,1,Group B
193,107,633,47,758,604,680,598,834,255,391,427,457,297,187,557,286,360,744,569,168,809,789,595,11,523,640,130,343,9211,0,Group B
576,446,292,651,652,6,25,906,119,775,774,524,733,685,306,207,237,413,197,441,943,659,564,14,397,792,818,921,815,7436,0,Group A
954,337,297,605,715,318,5,85,819,446,904,275,811,883,647,221,655,483,882,119,104,903,815,25,936,322,832,150,938,5498,1,Group A
617,376,522,698,61,459,395,159,147,915,115,557,279,528,178,260,247,36,601,330,374,214,742,598,239,11,485,488,786,5796,1,Group A
521,281,446,23,215,634,265,375,805,755,299,133,823,537,572,378,611,689,360,234,813,359,667,568,506,877,814,193,734,7020,0,Group A
533,899,136,891,187,674,784,924,632,663,263,915,552,331,109,875,617,101,467,396,227,472,250,88,345,185,679,727,416,4611,1,Group B
525,411,940,570,213,181,730,821,495,764,896,709,647,681,414,740,417,847,362,533,916,331,924,382,643,367,546,757,947,9426,0,Group B
638,896,329,166,281,482,468,204,809,793,382,385,273,367,907,196,522,105,46,360,244,22,352,954,894,861,743,541,214,3025,0,Group A
309,78,383,856,565,296,243,351,149,780,686,827,625,515,813,131,409,624,137,946,392,677,783,567,947,197,507,463,880,7871,0,Group A
204,641,345,881,411,91,7,873,4,318,914,828,648,606,571,91,841,491,889,578,688,310,756,421,386,844,68,100,286,7280,0,Group B
618,644,364,100,488,54,285,55,850,677,139,469,272,392,875,101,895,959,80,666,269,416,195,265,322,688,443,52,252,1927,0,Group A
962,619,206,788,493,810,394,76,623,185,748,159,804,714,773,95,469,613,551,532,162,230,244,694,795,92,912,919,588,3251,0,Group B
574,517,241,331,351,666,108,337,448,876,698,180,263,923,689,415,111,500,830,910,604,23,252,110,74,176,798,628,889,9243,0,Group A
786,578,756,604,57,533,478,544,538,175,317,512,680,924,812,793,414,395,393,547,539,412,199,158,591,594,642,735,188,7178,0,Group A
6,406,215,492,205,282,917,712,462,14,895,185,824,148,230,870,107,369,502,717,576,0,161,608,748,273,11,149,473,5895,0,Group B
404,143,2,4,738,615,894,681,833,786,154,250,144,205,53,36,400,744,960,137,351,103,477,475,911,592,419,140,795,3105,0,Group A
310,196,826,201,429,820,426,464,801,25,560,515,431,215,857,427,319,452,213,36,690,777,779,629,431,789,685,846,492,931,0,Group B
862,154,857,96,366,247,92,0,701,761,237,630,146,692,578,544,699,854,765,475,211,954,638,950,505,771,583,244,750,8605,1,Group B
823,401,181,902,746,844,207,548,575,936,110,373,622,210,584,117,877,659,520,840,696,153,575,756,521,377,506,671,943,5729,0,Group A
73,511,673,561,589,648,91,474,374,478,12,257,155,564,259,208,42,685,565,29,607,24,936,164,735,898,223,669,957,7972,0,Group B
481,380,625,450,541,578,875,380,69,514,58,724,932,859,612,518,214,527,368,794,369,206,356,6,953,235,344,791,91,9970,1,Group B
707,725,771,110,724,396,581,748,212,63,752,768,512,664,654,602,826,788,536,751,295,518,149,886,766,849,758,626,103,2431,1,Group B
712,226,184,268,361,428,225,401,335,203,372,505,87,54,228,42,165,565,83,182,827,543,354,285,167,590,875,16,616,7358,0,Group B
180,278,968,897,681,389,374,97,470,52,935,419,673,569,804,273,457,131,56,382,368,454,343,644,452,47,357,633,83,2721,1,Group A
94,347,949,622,231,106,685,63,437,477,368,181,702,670,180,336,283,792,376,955,287,578,816,575,145,226,393,407,317,1578,1,Group A
538,11,499,152,251,190,695,798,686,700,111,801,329,576,823,313,308,20,78,243,470,1,780,661,883,664,146,779,344,6832,0,Group B
42,624,448,775,711,921,953,185,321,361,886,550,387,213,958,542,527,237,764,401,504,821,153,169,602,58,216,819,808,2374,0,Group A
244,273,935,880,176,569,882,115,522,665,281,243,126,508,728,135,719,404,813,924,496,660,839,743,383,419,147,340,456,9938,0,Group B
493,175,829,68,383,342,46,716,510,601,384,392,728,372,103,940,870,840,254,409,26,859,838,195,378,449,718,508,163,2181,0,Group B
110,937,646,736,119,650,704,570,584,364,477,912,818,420,104,618,755,826,203,181,482,483,172,576,938,833,556,155,378,3182,0,Group B
740,283,773,107,699,33,901,635,17,415,779,731,739,710,39,766,914,702,687,850,412,9,608,698,219,582,29,624,133,1513,0,Group B
557,295,543,310,427,814,665,968,887,99,455,212,380,751,850,636,421,322,411,523,785,636,606,64,518,393,727,514,547,5455,0,Group B
246,161,616,402,700,168,925,304,821,230,181,48,60,32,356,1,619,331,646,473,375,7,462,105,811,65,942,191,58,6880,0,Group A
444,304,763,729,162,841,307,703,537,83,364,259,949,282,825,431,356,100,625,968,666,883,770,314,933,46,82,847,610,8616,0,Group A
235,708,451,299,673,204,505,197,162,688,642,953,264,16,88,58,155,206,528,785,859,342,560,662,210,560,652,183,445,5843,0,Group B
922,731,548,871,201,278,178,586,525,742,506,390,678,434,215,183,274,294,788,887,342,306,853,497,117,585,876,871,139,6910,0,Group B
61,271,34,191,432,418,280,18,226,404,714,227,769,766,373,803,526,235,842,851,8,65,94,889,716,739,91,330,446,183,0,Group A
822,717,79,334,73,94,58,342,442,373,222,948,286,391,806,623,494,725,676,345,835,656,1,363,96,669,361,581,428,9502,0,Group B
620,122,28,541,104,240,102,517,327,597,161,67,26,319,829,256,707,408,147,608,289,192,310,43,251,460,847,408,164,8760,1,Group A
52,828,754,212,166,773,914,628,177,621,761,919,395,386,590,245,506,877,231,353,833,667,42,953,500,673,531,282,443,5048,0,Group B
699,195,519,418,721,162,77,394,563,496,504,328,553,632,320,648,739,171,803,474,810,648,569,807,390,335,674,779,788,2079,0,Group B
809,605,802,172,800,825,598,907,210,739,101,635,501,748,798,267,618,117,41,258,164,16,814,850,907,678,830,832,732,5653,0,Group A
351,803,973,866,474,156,82,7,265,265,671,622,872,70,694,887,821,207,957,866,794,729,430,842,766,290,432,400,369,9730,1,Group B
62,649,255,318,722,393,750,652,734,144,483,117,340,387,913,503,845,209,42,928,620,205,137,344,952,284,849,312,502,643,0,Group A
342,890,848,774,100,285,718,212,864,243,166,415,213,680,597,732,215,508,608,232,957,353,13,582,330,619,471,170,42,1046,1,Group B
177,473,854,752,84,343,818,205,78,653,575,140,44,167,639,727,774,947,568,728,325,462,339,485,783,461,103,288,234,7222,0,Group B
211,248,447,737,607,638,892,521,156,409,307,528,669,227,866,597,263,633,268,74,20,66,697,292,147,247,188,707,337,6905,0,Group B
871,372,41,556,283,958,782,62,620,29,582,876,5,405,55,210,859,362,64,629,490,807,726,623,215,852,39,620,288,2103,0,Group A
325,742,700,170,549,866,320,622,837,345,884,184,493,28,47,540,15,507,837,15,727,923,526,147,422,118,134,278,520,648,0,Group A
300,632,626,836,586,264,817,418,358,735,228,480,152,261,290,469,733,366,600,599,344,165,123,278,624,539,83,694,671,5126,0,Group A
